,name,rating,distance,delivery,pickup,American,Bakeries,Cafes,Chinese,Fast Food,Pizza,Street Vendors
8260,Koi Sushi & Thai Midtown,8.0,3015.273656119635,1,1,0,0,0,0,0,0,0
8261,Vintage India,10.0,10339.086887793957,1,1,0,0,0,0,0,0,0
8262,Damn the Weather,8.0,2704.416542807441,1,0,0,0,0,0,0,0,0
8263,El Rinconcito Latino,8.0,6980.5814448037645,1,0,0,0,0,0,0,0,0
8264,Leo's Pizza,8.0,1720.1347461554649,0,0,0,0,0,0,0,1,0
8265,The Fatty Crab,9.0,6721.6947376505905,1,1,0,0,0,0,0,0,0
8266,California Taco Shop,9.0,7876.2911119786095,1,0,0,0,0,0,0,0,0
8267,Mi Pana Burger,8.0,446.7824957489926,1,1,0,0,0,0,0,0,1
8268,Chicken House,9.0,8940.13836566059,0,0,0,0,0,0,0,0,0
8269,Cock of the Walk,6.0,12429.911113463915,1,0,1,0,0,0,0,0,0
8270,La Tienda Mexicana El Oaxaque,9.0,7174.136541533936,0,0,0,0,0,0,0,0,0
8271,Tokara,9.0,5601.7238379636665,1,1,0,0,0,0,0,0,0
8272,EZee Taco Dip ,10.0,6651.350564983471,1,0,0,0,0,0,0,0,1
8273,Shokran Moroccan Restaurant,9.0,6835.63978541107,1,1,0,0,0,0,0,0,0
8274,House of Small Wonder,8.0,3197.2391814517664,0,0,0,0,0,0,0,0,0
8275,Crooked Crab Brewing Company,9.0,24666.78608182721,0,0,0,0,0,0,0,0,0
8276,Chicago Pastrami,8.0,24727.4941196837,1,1,0,0,0,0,0,0,0
8277,Doce Provisions,9.0,7588.448828960822,1,1,0,0,0,0,0,0,0
8278,Chimi Internacional,10.0,6003.044128798163,0,0,0,0,0,0,0,0,1
8279,Happy Hour Heaven,9.0,2914.7040023771433,1,1,1,0,0,0,0,0,0
8280,Five Daughters Bakery 12south,9.0,1773.8554949530505,1,1,0,0,0,0,0,0,0
8281,BIBIBOP Asian Grill,9.0,14839.652157880457,1,0,0,0,0,0,0,0,0
8282,Source Restaurant,9.0,4988.5767311542595,1,1,0,0,0,0,0,1,0
8283,The Brick Kitchen + Lounge,9.0,17852.054442799345,0,0,0,0,0,0,0,0,0
8284,Bakey,10.0,982.6504378358036,1,1,0,1,0,0,0,0,0
8285,Laughing Monk Cafe,9.0,3205.2088811385315,1,1,0,0,0,0,0,0,0
8286,Ocaso Kitchen & Bar,10.0,3522.1946489723464,1,1,0,0,0,0,0,0,0
8287,Footprints Cafe,7.0,4783.923672910045,0,0,0,0,0,0,0,0,0
8288,Citizen Pie,9.0,13780.289752360974,1,0,0,0,0,0,0,1,0
8289,Bar Italia,8.0,14963.180778560672,0,0,0,0,0,0,0,0,0
8290,Square Cafe,8.0,4863.056694693383,1,0,0,0,0,0,0,0,0
8291,Mother Cluckers Kitchen - Chicago,9.0,9936.179426962337,1,1,0,0,0,0,0,0,0
8292,The Flour Box,9.0,9216.886006669536,0,0,0,1,0,0,0,0,0
8293,La Patagonia Argentina,8.0,3195.193164694279,1,0,0,0,0,0,0,0,0
8294,Food For Thought Deli,9.0,2480.1120584381792,1,0,0,0,0,0,0,0,0
8295,Seorabol Center City,8.0,7326.174660708104,1,1,0,0,0,0,0,0,0
8296,Salem's Market & Grill,9.0,1608.8867331968709,1,1,0,0,0,0,0,0,0
8297,Kimchi Pop,9.0,1114.3917541546841,1,1,0,0,0,0,0,0,0
8298,El Rinconcito Chapin,9.0,4417.20604867963,1,0,0,0,0,0,0,0,0
8299,Hook & Reel Cajun Seafood & Bar,7.0,12242.821392043094,1,1,0,0,0,0,0,0,0
8300,Yellow Door Taqueria - South End,7.0,710.606935562305,1,1,0,0,0,0,0,0,0
8301,Marrowbone Creek Brewing,10.0,29858.236443517653,0,0,0,0,0,0,0,0,0
8302,Mo's Place,10.0,27489.426034466447,0,0,0,0,0,0,0,1,0
8303,Billy Murphy's Irish Saloon,9.0,6044.614528197969,1,1,0,0,0,0,1,0,0
8304,Canton Pretzel Store,9.0,4367.291654589967,0,0,0,0,0,0,0,0,0
8305,Junior's Tacos,8.0,2843.7081019151187,1,1,0,0,0,0,0,0,0
8306,Sobeachy Haitian Cuisine,10.0,3628.3656656572048,1,1,0,0,0,0,0,0,0
8307,Potbelly Sandwich Shop,7.0,3959.7139826135594,1,1,0,0,0,0,1,0,0
8308,So Gong Dong Tofu and Korean BBQ,9.0,10304.30030439782,1,1,0,0,0,0,0,0,0
8309,Greenery,9.0,2297.59964840094,1,0,0,0,0,0,0,0,0
8310,St Clair Social,9.0,4431.458618559039,1,1,1,0,0,0,0,0,0
8311,Freddy's Street Food,9.0,29755.265245273644,1,1,0,0,0,0,0,0,0
8312,Porked,9.0,10021.68809709918,1,1,0,0,0,0,0,0,0
8313,Richie's,9.0,3848.8431228562818,1,0,0,0,0,0,0,0,0
8314,Alice Pizza,9.0,7275.367511167179,1,1,0,0,0,0,0,1,0
8315,The Crab Shack 2,7.0,3113.861691976835,1,0,0,0,0,0,0,0,0
8316,Smokin Ghosts BBQ,9.0,4558.344784856351,1,0,0,0,0,0,0,0,0
8317,Nine Way 玖味,9.0,14493.64452195394,1,0,0,0,0,0,0,0,0
8318,Joe & Pie - Downtown,6.0,1433.0449959658745,1,1,0,0,0,0,0,1,0
8319,Don Ramon Mexican Restaurant,8.0,15359.60148277175,1,0,0,0,0,0,0,0,0
8320,The Pizza Store,8.0,2489.117526207438,1,0,0,0,0,0,0,1,0
8321,Berkshire Farms Market,5.0,4606.685153324922,0,0,0,0,0,0,0,0,0
8322,The Sand Pebbles,9.0,32949.07925175483,1,1,0,0,0,0,0,0,0
8323,John's Roast Pork,9.0,9321.694746230763,1,0,0,0,0,0,0,0,0
8324,Volo Craft Pizza,10.0,18434.393505448395,1,0,0,0,0,0,0,1,0
8325,TownHall,9.0,3688.630253307038,1,1,1,0,0,0,0,0,0
8326,El Balcon,9.0,22878.245266246922,1,0,0,0,0,0,0,0,0
8327,Saucy Porka,9.0,4734.914462312148,1,1,0,0,1,0,0,0,0
8328,El Pelón Taquería,8.0,2348.2511290148846,1,1,0,0,0,0,0,0,0
8329,Shimuja,9.0,34603.619950812616,1,1,0,0,0,0,0,0,0
8330,Way Out,10.0,2812.2261438736755,1,1,0,0,0,0,0,0,0
8331,Armstrong's Express,9.0,14933.605880708488,1,0,0,0,0,0,0,0,0
8332,Fausto,8.0,3784.2482441216475,1,0,0,0,0,0,0,0,0
8333,Cafe con Leche,8.0,3860.4290018071347,1,1,0,0,0,0,0,0,0
8334,Mediterra Cafe,9.0,20109.427742168657,1,1,0,0,1,0,0,0,0
8335,Floor 2,7.0,1951.0356667165445,1,0,1,0,0,0,0,0,0
8336,Kowloon Cafe,6.0,11751.109212533465,1,0,0,0,0,0,0,0,0
8337,Stoked Wood Fired Pizza,9.0,5376.2846271645585,1,1,0,0,0,0,0,1,0
8338,Wow Bao,8.0,5770.381273950547,1,1,0,0,0,1,0,0,0
8339,Katalina's,9.0,3419.6237766294225,1,0,0,0,0,0,0,0,0
8340,Hi Helen,10.0,7057.314322138409,0,0,0,0,0,0,0,0,0
8341,Fogatas Authentic Mexican Food,8.0,11653.489155492643,1,0,0,0,0,0,0,0,0
8342,Hudson Eats,7.0,1980.2907697574774,0,0,0,0,0,0,0,0,0
8343,Miracle On 6th,9.0,1995.5027889245907,0,0,0,0,0,0,0,0,0
8344,Harvest Kitchen and Pizzeria - Bexley,8.0,8120.241994042283,1,1,0,0,0,0,0,1,0
8345,Mount&Bao,8.0,10989.507290132127,1,1,0,0,0,1,0,0,0
8346,Korean Tofu House Express,9.0,4407.218500873227,1,1,0,0,0,0,0,0,0
8347,Osteria,9.0,14904.33776761925,0,0,0,0,0,0,0,0,0
8348,True Food Kitchen,9.0,8678.421557394151,1,1,1,0,0,0,0,0,0
8349,My Friends Deli & Restaurant,7.0,8039.625259063771,1,1,0,0,0,0,0,0,0
8350,Banana Berry,8.0,2686.7451064699626,1,1,0,0,0,0,0,0,0
8351,BIBIBOP Asian Grill,8.0,1627.329176624972,1,0,0,0,0,0,0,0,0
8352,D's Six Pax & Dogz,9.0,7350.807141250181,1,0,0,0,0,0,0,0,0
8353,Chinook's,8.0,4792.904170112813,1,0,0,0,0,0,0,0,0
8354,Oishii Bento,8.0,1882.3777063206862,1,1,0,0,0,0,0,0,0
8355,Bebitos,9.0,14931.533532178595,1,1,0,0,0,0,0,0,0
8356,HAPP'S,9.0,2879.4227103094927,1,0,0,0,0,0,0,0,0
8357,Pepper's Italian Restaurant,8.0,8664.898900859313,1,1,0,0,0,0,0,0,0
8358,BJ's Restaurant & Brewhouse,7.0,12816.659074339328,1,0,0,0,0,0,0,1,0
8359,Abolition Bakery,10.0,3489.840359289051,0,0,0,0,0,0,0,0,0
8360,Condado Tacos,8.0,2754.144896436208,1,0,0,0,0,0,0,0,0
8361,Wahlburgers,7.0,12333.159843057381,1,1,0,0,0,0,1,0,0
8362,El Purepecha,9.0,6005.9459655791015,1,1,0,0,0,0,0,0,0
8363,The Rookery,8.0,6076.789175750406,1,0,0,0,0,0,0,0,0
8364,Dicarlos Pizza,8.0,2782.4636859983807,0,0,0,0,0,0,0,1,0
8365,Revival Cafe+Kitchen,8.0,549.483235426067,1,1,0,0,1,0,0,0,0
8366,Paulie Gee's Hampden,8.0,2947.937066125642,1,1,0,0,0,0,0,1,0
8367,Persis Biryani Indian Grill,9.0,23458.355006961043,1,1,0,0,0,0,0,0,0
8368,Naan N Curry - Issaquah,8.0,22579.408294237586,1,1,0,0,0,0,0,0,0
8369,Pauli's,9.0,2117.6915388414172,1,1,0,0,0,0,0,0,0
8370,Rhythm and Brunch,8.0,13163.850340026816,1,1,1,0,0,0,0,0,0
8371,1834 Mid-Way Tavern,8.0,41550.62594091735,0,0,0,0,0,0,0,0,0
8372,Goldies Seafood Carryout,8.0,9214.633626841121,1,1,0,0,0,0,0,0,0
8373,Sams Falafel & Shawarma,9.0,5585.163639940178,1,1,0,0,0,0,0,0,0
8374,Renzi's Pizzeria,7.0,3710.1615993061005,1,0,0,0,0,0,0,1,0
8375,Nan Zhou Hand Drawn Noodle House,8.0,6185.153013244988,1,1,0,0,0,1,0,0,0
8376,Pho Saigon Hanoi,9.0,12190.327174918744,1,1,0,0,0,0,0,0,0
8377,Fido,8.0,2264.3674714123563,1,1,0,0,1,0,0,0,0
8378,H Mart - Chicago,8.0,4114.504176771019,0,0,0,0,0,0,0,0,0
8379,East Anchor Seafood,9.0,3773.93545404313,1,1,0,0,0,0,0,0,0
8380,Girasole Restaurant,8.0,3837.2575904968767,1,0,0,0,0,0,0,0,0
8381,Bae Bae's Kitchen,9.0,1451.2216859840555,1,1,0,0,0,0,0,0,0
8382,Delicias en Miami,10.0,8133.153090453221,0,0,0,0,0,0,0,0,0
8383,Alley Cat Oyster Bar,7.0,4092.172189498244,1,0,1,0,0,0,0,0,0
8384,Anh-Mazing Banh Mi,9.0,30434.9589137097,1,1,0,0,0,0,0,0,0
8385,Moxies,9.0,9545.734831794252,1,0,0,0,0,0,0,0,0
8386,La Ventana Restaurant,9.0,15707.515185545764,1,1,0,0,0,0,0,0,0
8387,Fine Line,9.0,9860.291432813412,1,1,0,0,0,0,0,1,0
8388,Manakeesh Cafe Bakery & Grill,8.0,9567.46641753792,1,1,0,0,0,0,0,0,0
8389,Bad Brother,10.0,6277.112657100772,1,1,1,0,0,0,0,0,0
8390,Gunther & Co,8.0,5030.419343453345,1,1,0,0,0,0,0,0,0
8391,Pegasus Pizzeria,10.0,14964.784282030338,1,0,0,0,0,0,0,1,0
8392,Boston Pizza Grill,7.0,3580.2774637314583,1,1,0,0,0,0,0,1,0
8393,Mister O1 - Brickell,9.0,9568.949701145131,1,1,0,0,0,0,0,1,0
8394,Ginza,8.0,3158.953616300225,1,1,0,0,0,0,0,0,0
8395,Taco Bandito,7.0,4679.9009523114055,1,0,0,0,0,0,0,0,0
8396,The Hoagie Place,7.0,17963.009168345106,1,0,0,0,0,0,0,0,0
8397,Namaste Baltimore,9.0,4335.392582897017,1,1,0,0,0,0,0,0,0
8398,El Cofre,6.0,2654.6237729432064,1,1,0,0,0,0,0,0,0
8399,Caracasville,9.0,3851.70690091532,1,1,0,0,0,0,0,0,0
8400,El Cantinflas,6.0,2321.5070929484855,1,1,0,0,0,0,0,0,0
8401,Dim Sum King,8.0,3030.527504589635,1,1,0,0,0,0,0,0,0
8402,Stateside,8.0,1387.6892442778644,1,1,0,0,0,0,0,0,0
8403,Roti,8.0,4738.7443115593,1,1,0,0,0,0,0,0,0
8404,Bountiful,10.0,12722.490114843135,0,0,0,0,0,0,0,0,0
8405,Moran’s Bar and Grille,8.0,4571.407639783091,1,1,1,0,0,0,0,0,0
8406,Pizzeria Davide,8.0,1139.7018014715584,1,1,0,0,0,0,0,1,0
8407,Tremont Taphouse,8.0,1954.6007213012788,1,1,0,0,0,0,0,0,0
8408,Millions of Milk Tea,5.0,1258.779275978637,1,1,0,0,0,0,0,0,0
8409,Hamdi Grill,9.0,3870.0569520905096,1,0,0,0,0,0,0,0,0
8410,Blazzin B's Chicken,9.0,13346.749776893677,1,1,0,0,0,0,0,0,0
8411,Panda Express,6.0,1578.516410671747,1,1,0,0,0,1,0,0,0
8412,Los Chiludos,9.0,23989.509870838065,0,0,0,0,0,0,0,0,0
8413,KaFair Cafe,10.0,6423.8628612143575,1,1,0,0,1,0,0,0,0
8414,My Thai Go,8.0,2653.772391501993,1,1,0,0,0,0,0,0,0
8415,Grillshack Fries and Burgers - East Nashville,9.0,7023.181514054164,1,0,0,0,0,0,1,0,0
8416,Muqueca Restaurant,8.0,3330.3687967280453,1,1,0,0,0,0,0,0,0
8417,Toki Tako,8.0,3515.321636376824,1,0,0,0,0,0,0,0,0
8418,Casa Juan Restaurant,8.0,2932.4237020468668,1,1,0,0,0,0,0,0,0
8419,Cafe Versaille-Terminal E,8.0,4764.053244388006,0,0,0,0,0,0,0,0,0
8420,Saucy Brew Works,6.0,3460.4750859662454,0,0,0,0,1,0,0,0,0
8421,Barcelona,8.0,7522.95786368137,1,1,0,0,0,0,0,0,0
8422,Frances,9.0,3793.625209816466,1,0,1,0,0,0,0,0,0
8423,895 Grill/Pitstop,7.0,7718.097117053651,1,0,0,0,0,0,0,0,0
8424,Taqueria El Dolar,9.0,4343.009233221963,0,0,0,0,0,0,0,0,1
8425,Apricot Stone,9.0,4335.517467159945,1,1,0,0,0,0,0,0,0
8426,Mad Tropical,8.0,5713.701456209729,1,1,0,0,0,0,0,0,0
8427,RYUU Asian BBQ & Sushi,8.0,4032.8890764123,1,1,0,0,0,0,0,0,0
8428,Panwa Thai,8.0,2246.9534709894633,1,1,0,0,0,0,0,0,0
8429,Yoma Boston,8.0,5493.466724454765,1,1,0,0,0,0,0,0,0
8430,The Olde Oak,7.0,5618.343129671789,1,0,0,0,0,0,0,0,0
8431,Luke's Lobster Rittenhouse,9.0,7230.342498931849,1,1,0,0,0,0,0,0,0
8432,Nora,8.0,6907.777158389061,1,0,0,0,0,0,0,0,0
8433,Herb & Bitter Public House,8.0,1135.0888133801252,1,1,0,0,0,0,0,0,0
8434,Gordo's Tiny Taco Bar,8.0,5327.7277212293475,1,1,0,0,0,0,0,0,0
8435,Sufrat Mediterranean Grill,9.0,28248.932294974224,1,1,0,0,0,0,0,0,0
8436,Roasted Tremont,10.0,1429.9555672509746,0,0,0,0,1,0,0,0,0
8437,Five Guys,8.0,9269.312286873823,1,0,0,0,0,0,1,0,0
8438,Little Chinooks,9.0,4756.712722196626,1,0,0,0,0,0,0,0,0
8439,Pablo y Pablo,8.0,2515.190495659975,1,0,0,0,0,0,0,0,0
8440,Madrid Tapas Y Vinos,8.0,3679.1449459300243,1,1,0,0,0,0,0,0,0
8441,Pie In The Sky,7.0,3210.021877595089,1,1,0,0,0,0,0,1,0
8442,Tasteful Sensations Seafood & Soul Food,6.0,3269.0910809246966,1,1,0,0,0,0,0,0,0
8443,Gravy,8.0,21996.979217114233,0,0,1,0,0,0,0,0,0
8444,Mya's Fried Chicken,8.0,2606.469401377695,1,0,0,0,0,0,0,0,1
8445,Pacific East Japanese Restaurant,8.0,8800.809155645979,1,1,0,0,0,0,0,0,0
8446,Brassica,9.0,3949.431229622636,1,1,0,0,0,0,0,0,0
8447,Kodiax Barn & Grill,7.0,36950.43101239621,0,0,1,0,0,0,0,0,0
8448,Tai's Vietnamese Food,8.0,3848.8431228562818,1,1,0,0,0,0,0,0,0
8449,Pizzeria Pulcinella,9.0,14271.886950202163,1,1,0,0,0,0,0,1,0
8450,Dayib Cafe,8.0,1942.037723209278,1,1,0,0,0,0,0,0,0
8451,Buttermilk & Bourbon,7.0,7391.511890923218,1,1,0,0,0,0,0,0,0
8452,Suvaai,8.0,7258.069694614789,1,1,0,0,0,0,0,0,0
8453,Colombian Bakery,9.0,3054.030382880886,1,0,0,0,0,0,0,0,0
8454,Aromas del Peru,8.0,1219.193603094559,1,1,0,0,0,0,0,0,0
8455,Ernesto's,8.0,2141.9076290659987,1,1,0,0,0,0,0,1,0
8456,Groovy's Pizza & Grill,7.0,5181.929550627192,1,1,0,0,0,0,0,1,0
8457,Matcha Man Ice Cream and Taiyaki,8.0,8629.839041990645,0,0,0,0,0,0,0,0,0
8458,Le Thai Café,9.0,11155.49795206181,1,1,0,0,0,0,0,0,0
8459,Rustica,8.0,4647.926119873052,1,1,0,0,0,0,0,1,0
8460,Pho T&N,9.0,9742.65239020901,1,1,0,0,0,0,0,0,0
8461,Red's 615 Kitchen,9.0,3437.2126423588406,1,1,0,0,0,0,0,0,0
8462,Blackwall Hitch,8.0,2474.636531965623,0,0,1,0,0,0,0,0,0
8463,Kraken Sushi & Beyond,9.0,5597.247309306057,1,1,0,0,0,0,0,0,0
8464,Central Bar + Kitchen,8.0,3170.666802581001,1,1,1,0,0,0,0,0,0
8465,Rong City,9.0,1064.2772720526593,0,0,0,0,0,1,0,0,0
8466,Cafe Kush,8.0,14684.61709563343,1,0,0,0,0,0,0,0,0
8467,Yeeroh,7.0,7722.058584191216,1,1,0,0,0,0,0,0,0
8468,Añejo Philadelphia,8.0,4395.131468252738,1,1,0,0,0,0,0,0,0
8469,Sultry F&B,9.0,2403.3260170676836,1,0,1,0,0,0,0,0,0
8470,Alley Burger,10.0,5424.7659561204455,1,1,0,0,0,0,1,0,0
8471,Mr. Comelon,8.0,8687.578231753707,1,1,0,0,0,0,0,0,0
8472,Oscar’s Taco Shop,8.0,20979.512039990837,1,1,0,0,0,0,0,0,0
8473,Yamato,9.0,38598.79617978795,0,1,0,0,0,0,0,0,0
8474,Sexy Fish Miami,5.0,9594.553946497648,1,0,0,0,0,0,0,0,0
8475,Cho Dang Tofu,8.0,13543.734971876498,1,0,0,0,0,0,0,0,0
8476,Eighteen,9.0,4892.771433125647,1,1,0,0,0,0,0,0,0
8477,Union Street Cafe,8.0,3130.115162808736,0,0,0,0,0,0,0,0,0
8478,Sugar Blow,8.0,5072.56636388555,1,1,0,0,0,0,0,0,0
8479,Harry Caray’s Shortstop,8.0,14028.473714622643,0,0,0,0,0,0,1,0,0
8480,Poke To The Max- SeaTac Airport ,7.0,20114.230166916954,0,0,0,0,0,0,0,0,0
8481,Bentoulis Pizza,8.0,1562.2890816618956,1,1,0,0,0,0,0,1,0
8482,Aloha Sushi Bar,10.0,2322.6417924267876,1,1,0,0,0,0,0,0,0
8483,Jimbo's Sushi & Korean Food,9.0,2992.913546789345,1,1,0,0,0,0,0,0,0
8484,Peaceful Take Out,7.0,10385.55735552814,1,0,0,0,0,0,0,0,0
8485,Bobby's Hawaiian Style Restaurant,8.0,26984.141253376805,1,1,0,0,0,0,0,0,0
8486,Potbelly Sandwich Shop,7.0,849.9491437642407,1,1,0,0,0,0,0,0,0
8487,Ichimi - Gables,9.0,2747.3624573363777,1,1,0,0,0,0,0,0,0
8488,ETalian,9.0,23881.398801935775,0,0,0,0,0,0,0,1,0
8489,Oiistar,8.0,515.2630102495923,0,0,0,0,0,0,0,0,0
8490,Wasabi Japanese Steakhouse,7.0,8194.297350006784,1,0,0,0,0,0,0,0,0
8491,Bee Bubbly Juicery,9.0,13940.859532097222,1,1,0,0,0,0,0,0,0
8492,Penn Station East Coast Subs,7.0,2893.9117526337527,1,1,0,0,0,0,0,0,0
8493,California Taco Shop,9.0,20332.456714542084,1,0,0,0,0,0,0,0,0
8494,Silk Road Asian Cuisine,9.0,21330.360604216097,1,0,0,0,0,1,0,0,0
8495,Morcilla,9.0,2467.0668919050945,1,0,0,0,0,0,0,0,0
8496,Pierogi Mountain,9.0,5163.8366364739795,1,1,0,0,0,0,0,0,0
8497,OSH Restaurant & Grill,9.0,4249.656903267107,1,1,0,0,0,0,0,0,0
8498,Pollos & Jarras,9.0,10314.96576200023,1,1,0,0,0,0,0,0,0
8499,Scratch & Co.,9.0,2219.717347089629,1,1,0,0,0,0,0,0,0
8500,Winking Lizard Tavern,7.0,3764.228739444494,1,0,1,0,0,0,0,0,0
8501,4th Wall Restaurant & Bar,8.0,669.0589737286047,1,1,0,0,0,0,0,0,0
8502,Hokkaido Ramen Santouka - Harvard Square,8.0,4562.592223095612,1,1,0,0,0,0,0,0,0
8503,Mamma’s Dip,10.0,5169.599302415808,0,0,0,0,0,0,0,0,0
8504,Madre,9.0,4342.138145575628,1,0,1,0,0,0,0,0,0
8505,Taqueria El Amigo,9.0,12531.04301812703,1,0,0,0,0,0,0,0,0
8506,Circa,9.0,39494.0996409253,1,0,1,0,0,0,0,0,0
8507,Yum Bao,10.0,7282.27175274832,0,0,0,0,0,1,0,0,0
8508,Hola,7.0,6734.897114237191,0,0,0,0,0,0,0,0,0
8509,Chicken Guy!,6.0,2804.8585762934786,1,1,0,0,0,0,0,0,0
8510,Cafe Mami,9.0,5880.424282587815,1,0,0,0,0,0,0,0,0
8511,Sushi Bombs - North Miami,9.0,18175.708656996012,0,0,0,0,0,0,0,0,0
8512,Marble Room Steaks and Raw Bar,9.0,3297.724581520952,1,0,0,0,0,0,0,0,0
8513,Henmick Farm and brewery,10.0,36215.62621578461,0,0,0,0,0,0,0,0,0
8514,Thai Street,9.0,3103.4947698751175,1,0,0,0,0,0,0,0,0
8515,Till Five Pizza,3.0,2937.075606967057,1,1,0,0,0,0,0,1,0
8516,North Shore Tavern,8.0,2135.95344409233,0,0,0,0,0,0,0,0,0
8517,Earl of Sandwich,6.0,4586.504362519575,0,0,0,0,0,0,0,0,0
8518,L & M Variety,10.0,3874.8887012740493,0,0,0,0,0,0,0,0,0
8519,"Love, Peace & Pho",7.0,746.1232041021437,1,1,0,0,0,0,0,0,0
8520,Ba Sa,8.0,13887.644061681163,0,0,0,0,0,0,0,0,0
8521,Harrington Place Dining,2.0,1614.569167382817,0,0,1,0,0,0,0,0,0
8522,L' Patron Tacos,8.0,4183.678517715883,0,0,0,0,0,0,0,0,0
8523,nunu,8.0,3638.1190509954686,1,1,0,0,0,0,0,0,0
8524,Porter,8.0,7772.289797842756,1,0,0,0,0,0,0,1,0
8525,Xi'an Noodles,9.0,5037.196335312957,1,1,0,0,0,1,0,0,0
8526,The Social,9.0,23375.753710258996,0,0,1,0,0,0,0,0,0
8527,Hot Chi Chicken,7.0,19204.260244342535,1,1,0,0,0,0,0,0,0
8528,Cafe Roze,8.0,7025.513590653935,1,1,0,0,0,0,0,0,0
8529,Red Thread Farm,10.0,33041.78333498238,0,0,0,0,0,0,0,0,0
8530,Corner Tavern,8.0,1514.3727966905994,1,1,0,0,0,0,0,0,0
8531,Fig & Fennel,6.0,5015.824194261013,0,0,0,0,0,0,0,0,0
8532,Mima's Taste of Cuba,8.0,5751.512473429553,1,1,0,0,0,0,0,0,0
8533,Mas Tacos Por Favor,9.0,5559.131423769789,0,0,0,0,0,0,0,0,0
8534,South,8.0,5607.980133321388,1,0,0,0,0,0,0,0,0
8535,QQ Cafe,10.0,902.2198174446604,1,0,0,0,0,1,0,0,0
8536,Duck Duck Goat,8.0,3102.484369065973,1,0,0,0,0,1,0,0,0
8537,Hot Chicken Takeover,9.0,4476.6936306536245,1,0,0,0,0,0,0,0,0
8538,Firebirds Wood Fired Grill,8.0,10781.468911363105,1,1,0,0,0,0,0,0,0
8539,Asia Fusion,8.0,11587.606063271996,1,1,0,0,0,0,0,0,0
8540,Nando's PERi-PERi,8.0,10248.910259691607,1,1,0,0,0,0,0,0,0
8541,Birria Tacos Of Valley Stream,8.0,25755.745556671995,0,0,0,0,0,0,0,0,1
8542,Sausalido,8.0,3162.9676543642568,0,1,0,0,0,0,0,0,0
8543,Condado Tacos - Dublin,8.0,14071.412352805984,1,0,0,0,0,0,0,0,0
8544,African Cuisine,8.0,4882.281763011709,1,1,0,0,0,0,0,0,0
8545,Hello Bistro,7.0,1815.7445925146246,1,0,0,0,0,0,0,0,0
8546,moonbowls,9.0,5877.916514669507,1,1,0,0,0,0,0,0,0
8547,Crile Food Emporium,8.0,5578.9051654009445,1,0,0,0,0,0,0,0,0
8548,Sea Witch,8.0,4962.687260540936,1,0,0,0,0,0,0,0,0
8549,Arbella,9.0,4073.0832738236736,1,0,0,0,0,0,0,0,0
8550,Circle Sushi & Grill,8.0,2556.538199344543,1,1,0,0,0,0,0,0,0
8551,The Kitchen,8.0,6602.489635221957,1,0,0,0,0,0,0,0,0
8552,Emmy Squared Pizza - Gulch,8.0,1820.339759052312,1,1,0,0,0,0,0,1,0
8553,Tresanti Italian Market,10.0,14134.83858325577,0,0,0,0,0,0,0,0,0
8554,Lula Cafe,9.0,3471.884150522768,1,1,1,0,0,0,0,0,0
8555,Music City Brew Hop,10.0,3269.47972463509,0,0,0,0,0,0,0,0,0
8556,World Famous House of Mac,8.0,10184.615741859234,1,1,0,0,0,0,0,0,0
8557,MrBeast Burger,10.0,5225.751846540594,1,1,0,0,0,0,0,0,0
8558,State Street Provisions,8.0,2078.1025920230545,1,1,1,0,0,0,0,0,0
8559,Bongiorno's Italian Deli & Pizzeria,9.0,4624.357891488,1,1,0,0,0,0,0,1,0
8560,Taco Bell,7.0,485.27990975676096,1,0,0,0,0,0,0,0,0
8561,Northstar Café,9.0,3384.3187465658925,1,1,1,0,0,0,0,0,0
8562,Taqueria Luna's,10.0,14227.260419426113,1,0,0,0,0,0,0,0,0
8563,Reel Smoke,10.0,16129.81931588093,0,0,0,0,0,0,0,0,1
8564,The 5 Point Café,7.0,1207.2886983181013,1,0,0,0,0,0,0,0,0
8565,Pho Bac,8.0,3287.841499088268,1,0,0,0,0,0,0,0,0
8566,Eat Unique,7.0,2584.0863819290953,1,1,0,0,0,0,0,0,0
8567,Monkey King Jianbing,9.0,6785.845824740679,1,1,0,0,0,1,0,0,0
8568,Olive Mediterranean Grill,8.0,2113.161228939573,1,1,0,0,0,0,0,0,0
8569,Benny Fierro's,9.0,1807.1197856296146,1,1,0,0,0,0,0,1,0
8570,Cajou Creamery,10.0,1899.8010954741815,1,0,0,0,0,0,0,0,0
8571,Mayuree Thai Tavern,9.0,3464.027853004819,1,1,0,0,0,0,0,0,0
8572,Edwins Butcher Shop,9.0,6785.080085894617,1,0,0,0,0,0,0,0,0
8573,Upper Crust Pizzeria,7.0,988.1998660086819,1,1,0,0,0,0,0,1,0
8574,Pat and Gracie's,8.0,5232.404107362733,1,1,0,0,0,0,0,0,0
8575,Saus,8.0,1876.9440291013007,1,1,0,0,0,0,0,0,0
8576,Ta Joia,10.0,20399.540355530487,1,1,0,0,0,0,0,0,0
8577,Temporis,9.0,1129.1068603311685,1,1,1,0,0,0,0,0,0
8578,Kahuna Poke and Juice Bar,9.0,4881.3885651779,1,1,0,0,0,0,0,0,0
8579,LA SAISON Bakery,10.0,6934.205433083726,1,1,0,1,0,0,0,0,0
8580,Wiggy’s,8.0,6718.613416808392,1,0,0,0,0,0,0,0,0
